id,class_label,items_json
410,amenity:school,"[""amenity"", ""amenity_school"", ""federal"", ""federal_government"", ""government"", ""government_junior"", ""islamabad"", ""junior"", ""junior_model"", ""model"", ""model_school"", ""no"", ""no_amenity"", ""school"", ""school_islamabad"", ""school_no"", ""tag:amenity=school""]"
411,amenity:school,"[""amenity"", ""amenity_school"", ""federal"", ""federal_government"", ""government"", ""government_junior"", ""islamabad"", ""junior"", ""no"", ""no_amenity"", ""school"", ""school_islamabad"", ""school_no"", ""tag:amenity=school""]"
412,amenity:school,"[""amenity"", ""amenity_school"", ""federal"", ""federal_government"", ""girls"", ""government"", ""government_model"", ""islamabad"", ""islamabad_saddar"", ""model"", ""saddar"", ""saddar_اسلام"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
413,amenity:school,"[""amenity"", ""amenity_school"", ""federal"", ""federal_government"", ""g-92"", ""g-92_amenity"", ""government"", ""government_model"", ""islamabad"", ""islamabad_اسلام"", ""model"", ""model_school"", ""no"", ""no_g-92"", ""school"", ""school_islamabad"", ""school_no"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
414,amenity:school,"[""amenity"", ""amenity_school"", ""federal"", ""federal_government"", ""government"", ""islamabad"", ""islamabad_اسلام"", ""model"", ""model_school"", ""primary"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
415,amenity:school,"[""amenity"", ""amenity_school"", ""federal"", ""federal_government"", ""girls"", ""government"", ""government_secondary"", ""islamabad"", ""no"", ""no_amenity"", ""school"", ""school_girls"", ""school_islamabad"", ""secondary"", ""secondary_school"", ""tag:amenity=school""]"
416,amenity:school,"[""amenity"", ""amenity_school"", ""federal"", ""federal_government"", ""government"", ""government_secondary"", ""islamabad"", ""islamabad_اسلام"", ""no"", ""no_amenity"", ""school"", ""school_islamabad"", ""school_no"", ""secondary"", ""secondary_school"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
417,amenity:school,"[""amenity"", ""amenity_school"", ""hilal"", ""hilal_اسلام"", ""islamabad"", ""islamabad_hilal"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
418,amenity:school,"[""amenity"", ""amenity_school"", ""international"", ""islamabad"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
419,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_گلی"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""اسکول"", ""اسکول_amenity"", ""گلی"", ""گلی_اسلام""]"
420,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_amenity"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
421,amenity:school,"[""amenity"", ""amenity_school"", ""din"", ""din_اسلام"", ""islamabad"", ""islamabad_nazim"", ""nazim"", ""nazim_ud"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""ud"", ""ud_din"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
422,amenity:school,"[""amenity"", ""amenity_school"", ""f5"", ""f5_اسلام"", ""institute"", ""islamabad"", ""islamabad_service"", ""school"", ""school_islamabad"", ""service"", ""service_west"", ""tag:amenity=school"", ""west"", ""west_f5"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
423,amenity:school,"[""amenity"", ""amenity_school"", ""grammar"", ""grammar_school"", ""international"", ""islamabad"", ""islamabad_اسلام"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
424,amenity:school,"[""amenity"", ""amenity_school"", ""din"", ""din_اسلام"", ""grammar"", ""grammar_school"", ""international"", ""international_islamic"", ""islamabad"", ""islamabad_nazim"", ""islamic"", ""nazim"", ""nazim_ud"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""ud"", ""ud_din"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
425,amenity:school,"[""amenity"", ""amenity_school"", ""international"", ""international_islamic"", ""islamabad"", ""islamic"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
426,amenity:school,"[""amenity"", ""amenity_school"", ""convent"", ""islamabad"", ""islamabad_convent"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
427,amenity:school,"[""amenity"", ""amenity_school"", ""convent"", ""convent_school"", ""islamabad"", ""islamabad_convent"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
428,amenity:school,"[""amenity"", ""amenity_school"", ""convent"", ""convent_school"", ""islamabad"", ""islamabad_convent"", ""islamabad_اسلام"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
429,amenity:school,"[""amenity"", ""amenity_school"", ""grammar"", ""grammar_school"", ""islamabad"", ""islamabad_mangla"", ""mangla"", ""mangla_اسلام"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
430,amenity:school,"[""amenity"", ""amenity_school"", ""boys"", ""college"", ""college_boys"", ""islamabad"", ""islamabad_model"", ""islamabad_اسلام"", ""model"", ""model_college"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
431,amenity:school,"[""amenity"", ""amenity_school"", ""boys"", ""college"", ""college_boys"", ""islamabad"", ""islamabad_model"", ""islamabad_اسلام"", ""model"", ""model_college"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
432,amenity:school,"[""amenity"", ""amenity_school"", ""college"", ""college_girls"", ""f-62"", ""girls"", ""islamabad"", ""islamabad_model"", ""model"", ""model_college"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
433,amenity:school,"[""amenity"", ""amenity_school"", ""college"", ""college_girls"", ""girls"", ""islamabad"", ""islamabad_model"", ""islamabad_اسلام"", ""model"", ""model_college"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
434,amenity:school,"[""amenity"", ""amenity_school"", ""college"", ""college_girls"", ""girls"", ""islamabad"", ""islamabad_model"", ""model"", ""model_college"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
435,amenity:school,"[""amenity"", ""amenity_school"", ""f-71"", ""f-71_amenity"", ""islamabad"", ""islamabad_model"", ""model"", ""primary"", ""primary_school"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
436,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_model"", ""islamabad_اسلام"", ""model"", ""model_school"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
437,amenity:school,"[""amenity"", ""amenity_school"", ""gali"", ""gali_اسلام"", ""islamabad"", ""islamabad_gali"", ""islamabad_model"", ""model"", ""model_school"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
438,amenity:school,"[""amenity"", ""amenity_school"", ""g-92"", ""g-92_amenity"", ""islamabad"", ""islamabad_model"", ""model"", ""model_school"", ""no"", ""no_g-92"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
439,amenity:school,"[""amenity"", ""amenity_school"", ""boys"", ""chak"", ""chak_shehzad"", ""islamabad"", ""islamabad_model"", ""model"", ""model_school"", ""school"", ""school_boys"", ""school_islamabad"", ""shehzad"", ""tag:amenity=school""]"
440,amenity:school,"[""amenity"", ""amenity_school"", ""g-84"", ""g-84_amenity"", ""islamabad"", ""islamabad_model"", ""islamabad_اسلام"", ""model"", ""model_school"", ""school"", ""school_g-84"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
441,amenity:school,"[""amenity"", ""amenity_school"", ""i-81"", ""islamabad"", ""islamabad_amenity"", ""islamabad_model"", ""model"", ""model_school"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
442,amenity:school,"[""amenity"", ""amenity_school"", ""g-92"", ""islamabad"", ""islamabad_model"", ""islamabad_اسلام"", ""model"", ""model_school"", ""no"", ""no_g-92"", ""school"", ""school_islamabad"", ""school_no"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
443,amenity:school,"[""amenity"", ""amenity_school"", ""girls"", ""islamabad"", ""islamabad_model"", ""model"", ""model_school"", ""school"", ""school_girls"", ""school_islamabad"", ""tag:amenity=school""]"
444,amenity:school,"[""amenity"", ""amenity_school"", ""girls"", ""i-81"", ""islamabad"", ""islamabad_model"", ""model"", ""model_school"", ""school"", ""school_girls"", ""school_islamabad"", ""tag:amenity=school""]"
445,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""jamia"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
446,amenity:school,"[""amenity"", ""amenity_school"", ""east"", ""east_g-10"", ""g-10"", ""g-10_اسلام"", ""islamabad"", ""islamabad_service"", ""school"", ""school_islamabad"", ""service"", ""service_east"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
447,amenity:school,"[""amenity"", ""amenity_school"", ""high"", ""high_school"", ""islamabad"", ""islamabad_اسلام"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
448,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""model"", ""model_school"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
449,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_اسلام"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
450,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""muslim"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
451,amenity:school,"[""amenity"", ""amenity_school"", ""center"", ""islamabad"", ""margala"", ""national"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
452,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""numl"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
453,amenity:school,"[""amenity"", ""amenity_school"", ""boys"", ""college"", ""college_amenity"", ""islamabad"", ""opf"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
454,amenity:school,"[""amenity"", ""amenity_school"", ""foundation"", ""foundation_school"", ""islamabad"", ""opf"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
455,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""pak"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
456,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_amenity"", ""islamabad_اسلام"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
457,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_amenity"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""university"", ""university_islamabad""]"
458,amenity:school,"[""amenity"", ""amenity_school"", ""branch"", ""branch_amenity"", ""g-11"", ""islamabad"", ""islamabad_اسلام"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
459,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""school_system"", ""system"", ""system_amenity"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
460,amenity:school,"[""amenity"", ""amenity_school"", ""club"", ""club_amenity"", ""islamabad"", ""islamabad_اسلام"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
461,amenity:school,"[""amenity"", ""amenity_school"", ""city"", ""city_school"", ""islamabad"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
462,amenity:school,"[""amenity"", ""amenity_school"", ""branch"", ""branch_amenity"", ""city"", ""city_school"", ""g-10"", ""islamabad"", ""islamabad_sawan"", ""sawan"", ""sawan_اسلام"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
463,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_saddar"", ""saddar"", ""saddar_اسلام"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
464,amenity:school,"[""amenity"", ""amenity_school"", ""g-10"", ""g-10_اسلام"", ""islamabad"", ""islamabad_service"", ""school"", ""school_amenity"", ""school_islamabad"", ""service"", ""service_west"", ""tag:amenity=school"", ""west"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
465,amenity:school,"[""ali"", ""amenity"", ""amenity_school"", ""boys"", ""islamabad"", ""model"", ""model_school"", ""school"", ""school_boys"", ""school_islamabad"", ""shaheed"", ""tag:amenity=school"", ""tag:building=yes""]"
466,amenity:school,"[""amenity"", ""amenity_school"", ""college"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
467,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_model"", ""model"", ""model_school"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
468,amenity:school,"[""amenity"", ""amenity_school"", ""centre"", ""centre_amenity"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
469,amenity:school,"[""amenity"", ""amenity_school"", ""international"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""university""]"
470,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_amenity"", ""school_islamabad"", ""tag:amenity=school""]"
471,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_سروس"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد"", ""اسکول"", ""اسکول_amenity"", ""جی-11"", ""جی-11_اسلام"", ""روڈ"", ""روڈ_ویسٹ"", ""سروس"", ""سروس_روڈ"", ""ویسٹ"", ""ویسٹ_جی-11""]"
472,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_اسلام"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
473,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
474,amenity:school,"[""amenity"", ""amenity_school"", ""gali"", ""islamabad"", ""islamabad_gali"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
475,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
476,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
477,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
478,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""islamabad_اسلام"", ""school"", ""school_islamabad"", ""tag:amenity=school"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
479,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
480,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
481,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
482,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
483,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
484,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
485,amenity:school,"[""amenity"", ""amenity_school"", ""islamabad"", ""school"", ""school_islamabad"", ""tag:amenity=school""]"
486,building:residential,"[""akm"", ""akm_fazul"", ""building"", ""building_residential"", ""fazul"", ""fazul_haq"", ""haq"", ""haq_اسلام"", ""islamabad"", ""islamabad_akm"", ""plaza"", ""plaza_building"", ""residential"", ""residential_islamabad"", ""tag:building=residential"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
487,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""khan"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
488,building:residential,"[""building"", ""building_residential"", ""f5"", ""f5_اسلام"", ""g5"", ""g5_service"", ""islamabad"", ""islamabad_service"", ""lodges"", ""lodges_building"", ""parliament"", ""parliament_lodges"", ""residential"", ""residential_islamabad"", ""service"", ""service_west"", ""tag:building=residential"", ""west"", ""west_f5"", ""west_g5"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
489,building:residential,"[""akm"", ""akm_fazul"", ""building"", ""building_residential"", ""fazul"", ""fazul_haq"", ""haq"", ""haq_اسلام"", ""islamabad"", ""islamabad_akm"", ""lodges"", ""lodges_building"", ""parliament"", ""parliament_lodges"", ""residential"", ""residential_islamabad"", ""tag:building=residential"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
490,building:residential,"[""building"", ""building_residential"", ""house"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
491,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""islamabad_jinnah"", ""jinnah"", ""jinnah_اسلام"", ""plaza"", ""plaza_building"", ""residential"", ""residential_islamabad"", ""tag:building=residential"", ""آباد"", ""اسلام"", ""اسلام_آباد""]"
492,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
493,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
494,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
495,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
496,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
497,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
498,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
499,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
500,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
501,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
502,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
503,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
504,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
505,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
506,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
507,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
508,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
509,building:residential,"[""building"", ""building_residential"", ""islamabad"", ""residential"", ""residential_islamabad"", ""tag:building=residential""]"
510,highway:bus_stop,"[""7th"", ""7th_station"", ""bus"", ""bus_stop"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
511,highway:bus_stop,"[""7th"", ""7th_station"", ""bus"", ""bus_stop"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
512,highway:bus_stop,"[""aabpara"", ""bus"", ""bus_stop"", ""islamabad"", ""stop"", ""stop_bus"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
513,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""ltd"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
514,highway:bus_stop,"[""bilal"", ""bus"", ""bus_stop"", ""islamabad"", ""service"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
515,highway:bus_stop,"[""adda"", ""bus"", ""bus_stop"", ""islamabad"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
516,highway:bus_stop,"[""bus"", ""bus_stop"", ""chaman"", ""chaman_station"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
517,highway:bus_stop,"[""bus"", ""bus_stop"", ""chaman"", ""chaman_station"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
518,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
519,highway:bus_stop,"[""ahmed"", ""ahmed_faiz"", ""bus"", ""bus_stop"", ""faiz"", ""faiz_ahmed"", ""faiz_station"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
520,highway:bus_stop,"[""ahmed"", ""ahmed_faiz"", ""bus"", ""bus_stop"", ""faiz"", ""faiz_ahmed"", ""faiz_station"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
521,highway:bus_stop,"[""bus"", ""bus_stop"", ""faizabad"", ""islamabad"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""آباد""]"
522,highway:bus_stop,"[""adda"", ""bus"", ""bus_stop"", ""faizabad"", ""islamabad"", ""mansehra"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
523,highway:bus_stop,"[""bus"", ""bus_stop"", ""faizabad"", ""faizabad_station"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
524,highway:bus_stop,"[""bus"", ""bus_stop"", ""faizabad"", ""faizabad_station"", ""islamabad"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
525,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
526,highway:bus_stop,"[""bus"", ""bus_stop"", ""g-9"", ""islamabad"", ""stop"", ""stop_bus"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""wagon""]"
527,highway:bus_stop,"[""bus"", ""bus_stop"", ""g10"", ""g10_metro"", ""islamabad"", ""metro"", ""metro_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
528,highway:bus_stop,"[""bus"", ""bus_stop"", ""g10"", ""g10_metro"", ""islamabad"", ""metro"", ""metro_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
529,highway:bus_stop,"[""bus"", ""bus_stop"", ""ibne"", ""ibne_sina"", ""islamabad"", ""sina"", ""sina_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
530,highway:bus_stop,"[""bus"", ""bus_stop"", ""ibne"", ""ibne_sina"", ""islamabad"", ""sina"", ""sina_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
531,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""kachehri"", ""kachehri_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
532,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""kachehri"", ""kachehri_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
533,highway:bus_stop,"[""bus"", ""bus_stop"", ""highway"", ""highway_station"", ""islamabad"", ""kashmir"", ""kashmir_highway"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
534,highway:bus_stop,"[""bus"", ""bus_stop"", ""highway"", ""highway_station"", ""islamabad"", ""kashmir"", ""kashmir_highway"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
535,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""khayaban-i-johar"", ""khayaban-i-johar_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
536,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""khayaban-i-johar"", ""khayaban-i-johar_station"", ""station"", ""station_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
537,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""local"", ""stop"", ""stop_bus"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
538,highway:bus_stop,"[""bus"", ""bus_stop"", ""islamabad"", ""mansehra"", ""stop"", ""stop_bus"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""wagon"", ""wagon_stop""]"
539,highway:bus_stop,"[""bus"", ""bus_station"", ""bus_stop"", ""ibn-e-sina"", ""islamabad"", ""metro"", ""metro_bus"", ""station"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
540,highway:bus_stop,"[""bus"", ""bus_station"", ""bus_stop"", ""islamabad"", ""metro"", ""metro_bus"", ""station"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop""]"
541,highway:bus_stop,"[""7th"", ""bus"", ""bus_stop"", ""bus_terminal"", ""islamabad"", ""metro"", ""metro_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
542,highway:bus_stop,"[""bus"", ""bus_stop"", ""bus_terminal"", ""chaman"", ""islamabad"", ""metro"", ""metro_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
543,highway:bus_stop,"[""bus"", ""bus_stop"", ""bus_terminal"", ""faizabad"", ""islamabad"", ""metro"", ""metro_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
544,highway:bus_stop,"[""bus"", ""bus_stop"", ""bus_terminal"", ""islamabad"", ""metro"", ""metro_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
545,highway:bus_stop,"[""bus"", ""bus_stop"", ""bus_terminal"", ""islamabad"", ""metro"", ""metro_bus"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
546,highway:bus_stop,"[""bus"", ""bus_stop"", ""bus_terminal"", ""islamabad"", ""metro"", ""metro_bus"", ""pak"", ""secretariat"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
547,highway:bus_stop,"[""bus"", ""bus_stop"", ""bus_terminal"", ""ground"", ""islamabad"", ""metro"", ""metro_bus"", ""parade"", ""parade_ground"", ""stop"", ""stop_islamabad"", ""tag:highway=bus_stop"", ""terminal""]"
