sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value,target_label
hum ne karkhano main aik behtareen chowki dekha.,chowki,behtareen,ur,Peshawar,amenity,police,amenity__police
there is a famous tailor shop in clifton which is very famous.,tailor shop,famous,en,Karachi,shop,tailor,shop__tailor
the g-9 in islamabad has an famous stitching center.,stitching center,famous,en,Islamabad,shop,tailor,shop__tailor
suna hai ke karachi main sab se saaf suthra musafir khana wahan hai.,musafir khana,saaf suthra,ur,Karachi,tourism,hotel,tourism__hotel
kya lahore main koi rush wala kiryana store khula hai?,kiryana store,rush wala,ur,Lahore,shop,convenience,shop__convenience
bahria town wala khanay ka center kaafi saaf suthra hai.,khanay ka center,saaf suthra,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
"avoid the playground in blue area, it is not luxury.",playground,luxury,en,Islamabad,leisure,park,leisure__park
centaurus wala ground kaafi khubsurat hai.,ground,khubsurat,ur,Islamabad,leisure,park,leisure__park
does lahore have any affordable park for tourists?,park,affordable,en,Lahore,leisure,park,leisure__park
does islamabad have any famous police station for tourists?,police station,famous,en,Islamabad,amenity,police,amenity__police
the f-7 in islamabad has an popular precinct.,precinct,popular,en,Islamabad,amenity,police,amenity__police
g-9 wala police station kaafi sasta hai.,police station,sasta,ur,Islamabad,amenity,police,amenity__police
i am looking for a historic clothing store near mall road.,clothing store,historic,en,Lahore,shop,clothes,shop__clothes
i am looking for a oldest tuck shop near f-11 markaz.,tuck shop,oldest,en,Islamabad,shop,convenience,shop__convenience
agar khubsurat quetta tea hotel dhoond rahay ho to commercial market jao.,quetta tea hotel,khubsurat,ur,Rawalpindi,amenity,cafe,amenity__cafe
we visited the most biggest resort in peshawar yesterday.,resort,biggest,en,Peshawar,tourism,hotel,tourism__hotel
kya rawalpindi main koi lajawab park khula hai?,park,lajawab,ur,Rawalpindi,leisure,park,leisure__park
saddar wala tailor shop kaafi mehnga hai.,tailor shop,mehnga,ur,Rawalpindi,shop,tailor,shop__tailor
"avoid the clothing store in f-11 markaz, it is not nearby.",clothing store,nearby,en,Islamabad,shop,clothes,shop__clothes
does rawalpindi have any cheap eatery for tourists?,eatery,cheap,en,Rawalpindi,amenity,restaurant,amenity__restaurant
i am looking for a luxury coffee shop near university road.,coffee shop,luxury,en,Peshawar,amenity,cafe,amenity__cafe
saddar wala quetta tea hotel kaafi rush wala hai.,quetta tea hotel,rush wala,ur,Karachi,amenity,cafe,amenity__cafe
hum ne blue area main aik khubsurat chowki dekha.,chowki,khubsurat,ur,Islamabad,amenity,police,amenity__police
mujhay gulshan ke qareeb koi behtareen quetta tea hotel chahiye.,quetta tea hotel,behtareen,ur,Karachi,amenity,cafe,amenity__cafe
kya karachi main koi behtareen kiryana store khula hai?,kiryana store,behtareen,ur,Karachi,shop,convenience,shop__convenience
blue area main jo tailor shop hai wo bohat khubsurat hai.,tailor shop,khubsurat,ur,Islamabad,shop,tailor,shop__tailor
we visited the most oldest lodge in lahore yesterday.,lodge,oldest,en,Lahore,tourism,hotel,tourism__hotel
the saddar in peshawar has an best stitching center.,stitching center,best,en,Peshawar,shop,tailor,shop__tailor
the tariq road in karachi has an nearby police station.,police station,nearby,en,Karachi,amenity,police,amenity__police
university road wala bagh kaafi pur-sukoon hai.,bagh,pur-sukoon,ur,Peshawar,leisure,park,leisure__park
kya karachi main koi bada fashion center khula hai?,fashion center,bada,ur,Karachi,shop,clothes,shop__clothes
kya rawalpindi main koi khubsurat silai markaz khula hai?,silai markaz,khubsurat,ur,Rawalpindi,shop,tailor,shop__tailor
can you recommend a historic hotel around g-9?,hotel,historic,en,Islamabad,tourism,hotel,tourism__hotel
i am looking for a biggest tailor shop near university road.,tailor shop,biggest,en,Peshawar,shop,tailor,shop__tailor
can you recommend a best restaurant around anarkali?,restaurant,best,en,Lahore,amenity,restaurant,amenity__restaurant
can you recommend a famous jogging track around bahria town?,jogging track,famous,en,Rawalpindi,leisure,park,leisure__park
hum ne f-7 main aik bada bagh dekha.,bagh,bada,ur,Islamabad,leisure,park,leisure__park
does peshawar have any famous hotel for tourists?,hotel,famous,en,Peshawar,tourism,hotel,tourism__hotel
we visited the most clean playground in karachi yesterday.,playground,clean,en,Karachi,leisure,park,leisure__park
mujhay commercial market ke qareeb koi khubsurat ground chahiye.,ground,khubsurat,ur,Rawalpindi,leisure,park,leisure__park
mujhay f-7 ke qareeb koi mashoor general store chahiye.,general store,mashoor,ur,Islamabad,shop,convenience,shop__convenience
blue area main jo chowki hai wo bohat behtareen hai.,chowki,behtareen,ur,Islamabad,amenity,police,amenity__police
we visited the most oldest coffee shop in karachi yesterday.,coffee shop,oldest,en,Karachi,amenity,cafe,amenity__cafe
mujhay bahria town ke qareeb koi bada dukaan chahiye.,dukaan,bada,ur,Rawalpindi,shop,convenience,shop__convenience
the karkhano in peshawar has an oldest bistro.,bistro,oldest,en,Peshawar,amenity,restaurant,amenity__restaurant
the g-9 in islamabad has an oldest boutique.,boutique,oldest,en,Islamabad,shop,clothes,shop__clothes
there is a famous police station in university road which is very nearby.,police station,nearby,en,Peshawar,amenity,police,amenity__police
is there any clean resort open in islamabad right now?,resort,clean,en,Islamabad,tourism,hotel,tourism__hotel
we visited the most clean resort in lahore yesterday.,resort,clean,en,Lahore,tourism,hotel,tourism__hotel
saddar wala thana kaafi pur-sukoon hai.,thana,pur-sukoon,ur,Karachi,amenity,police,amenity__police
is there any best jogging track open in peshawar right now?,jogging track,best,en,Peshawar,leisure,park,leisure__park
hum ne raja bazaar main aik saaf suthra hotel dekha.,hotel,saaf suthra,ur,Rawalpindi,tourism,hotel,tourism__hotel
"avoid the tailor shop in g-9, it is not best.",tailor shop,best,en,Islamabad,shop,tailor,shop__tailor
"avoid the resort in defence, it is not clean.",resort,clean,en,Karachi,tourism,hotel,tourism__hotel
we visited the most clean cafe in rawalpindi yesterday.,cafe,clean,en,Rawalpindi,amenity,cafe,amenity__cafe
is there any clean garden open in rawalpindi right now?,garden,clean,en,Rawalpindi,leisure,park,leisure__park
i am looking for a biggest lodge near mall road.,lodge,biggest,en,Lahore,tourism,hotel,tourism__hotel
suna hai ke karachi main sab se lajawab silai markaz wahan hai.,silai markaz,lajawab,ur,Karachi,shop,tailor,shop__tailor
agar rush wala chaye khana dhoond rahay ho to mall road jao.,chaye khana,rush wala,ur,Lahore,amenity,cafe,amenity__cafe
we visited the most best tailor shop in lahore yesterday.,tailor shop,best,en,Lahore,shop,tailor,shop__tailor
lahore ke gulberg main aik bohat qareebi tikka shop hai.,tikka shop,qareebi,ur,Lahore,amenity,restaurant,amenity__restaurant
agar sasta general store dhoond rahay ho to hayatabad jao.,general store,sasta,ur,Peshawar,shop,convenience,shop__convenience
"avoid the convenience store in dha, it is not famous.",convenience store,famous,en,Lahore,shop,convenience,shop__convenience
mujhay saddar ke qareeb koi sasta tailor shop chahiye.,tailor shop,sasta,ur,Karachi,shop,tailor,shop__tailor
can you recommend a biggest eatery around defence?,eatery,biggest,en,Karachi,amenity,restaurant,amenity__restaurant
there is a famous eatery in tariq road which is very luxury.,eatery,luxury,en,Karachi,amenity,restaurant,amenity__restaurant
mujhay mall road ke qareeb koi sasta kapron ki dukaan chahiye.,kapron ki dukaan,sasta,ur,Lahore,shop,clothes,shop__clothes
agar sasta bagh dhoond rahay ho to f-11 markaz jao.,bagh,sasta,ur,Islamabad,leisure,park,leisure__park
kya rawalpindi main koi lajawab thana khula hai?,thana,lajawab,ur,Rawalpindi,amenity,police,amenity__police
bahria town wala cloth market kaafi mashoor hai.,cloth market,mashoor,ur,Rawalpindi,shop,clothes,shop__clothes
"avoid the tea house in gulshan, it is not oldest.",tea house,oldest,en,Karachi,amenity,cafe,amenity__cafe
saddar wala boutique kaafi mehnga hai.,boutique,mehnga,ur,Rawalpindi,shop,clothes,shop__clothes
the hayatabad in peshawar has an affordable tuck shop.,tuck shop,affordable,en,Peshawar,shop,convenience,shop__convenience
we visited the most biggest precinct in karachi yesterday.,precinct,biggest,en,Karachi,amenity,police,amenity__police
i am looking for a affordable grocery store near gulberg.,grocery store,affordable,en,Lahore,shop,convenience,shop__convenience
i am looking for a clean precinct near university road.,precinct,clean,en,Peshawar,amenity,police,amenity__police
agar mehnga dukaan dhoond rahay ho to raja bazaar jao.,dukaan,mehnga,ur,Rawalpindi,shop,convenience,shop__convenience
agar qareebi quetta tea hotel dhoond rahay ho to saddar jao.,quetta tea hotel,qareebi,ur,Karachi,amenity,cafe,amenity__cafe
does rawalpindi have any best tea house for tourists?,tea house,best,en,Rawalpindi,amenity,cafe,amenity__cafe
we visited the most historic dining place in karachi yesterday.,dining place,historic,en,Karachi,amenity,restaurant,amenity__restaurant
there is a famous eatery in dha which is very best.,eatery,best,en,Lahore,amenity,restaurant,amenity__restaurant
commercial market main jo chai wala hai wo bohat behtareen hai.,chai wala,behtareen,ur,Rawalpindi,amenity,cafe,amenity__cafe
kya rawalpindi main koi qareebi park khula hai?,park,qareebi,ur,Rawalpindi,leisure,park,leisure__park
i am looking for a oldest eatery near saddar.,eatery,oldest,en,Peshawar,amenity,restaurant,amenity__restaurant
mujhay saddar ke qareeb koi purana general store chahiye.,general store,purana,ur,Rawalpindi,shop,convenience,shop__convenience
we visited the most biggest playground in islamabad yesterday.,playground,biggest,en,Islamabad,leisure,park,leisure__park
agar sasta fashion center dhoond rahay ho to g-9 jao.,fashion center,sasta,ur,Islamabad,shop,clothes,shop__clothes
mujhay gulberg ke qareeb koi khubsurat kapron ki dukaan chahiye.,kapron ki dukaan,khubsurat,ur,Lahore,shop,clothes,shop__clothes
the dha in lahore has an nearby eatery.,eatery,nearby,en,Lahore,amenity,restaurant,amenity__restaurant
kya lahore main koi saaf suthra boutique khula hai?,boutique,saaf suthra,ur,Lahore,shop,clothes,shop__clothes
mujhay f-11 markaz ke qareeb koi qareebi fashion center chahiye.,fashion center,qareebi,ur,Islamabad,shop,clothes,shop__clothes
kya rawalpindi main koi pur-sukoon boutique khula hai?,boutique,pur-sukoon,ur,Rawalpindi,shop,clothes,shop__clothes
agar sasta general store dhoond rahay ho to dha jao.,general store,sasta,ur,Lahore,shop,convenience,shop__convenience
can you recommend a oldest restaurant around hayatabad?,restaurant,oldest,en,Peshawar,amenity,restaurant,amenity__restaurant
agar saaf suthra hotel dhoond rahay ho to karkhano jao.,hotel,saaf suthra,ur,Peshawar,amenity,restaurant,amenity__restaurant
we visited the most cheap tailor shop in lahore yesterday.,tailor shop,cheap,en,Lahore,shop,tailor,shop__tailor
there is a famous park in raja bazaar which is very cheap.,park,cheap,en,Rawalpindi,leisure,park,leisure__park
mujhay clifton ke qareeb koi pur-sukoon guest house chahiye.,guest house,pur-sukoon,ur,Karachi,tourism,hotel,tourism__hotel
suna hai ke islamabad main sab se pur-sukoon tailor shop wahan hai.,tailor shop,pur-sukoon,ur,Islamabad,shop,tailor,shop__tailor
hum ne anarkali main aik purana cafe dekha.,cafe,purana,ur,Lahore,amenity,cafe,amenity__cafe
agar mashoor silai markaz dhoond rahay ho to dha jao.,silai markaz,mashoor,ur,Lahore,shop,tailor,shop__tailor
hum ne saddar main aik bada cafe dekha.,cafe,bada,ur,Rawalpindi,amenity,cafe,amenity__cafe
suna hai ke peshawar main sab se khubsurat darzi wahan hai.,darzi,khubsurat,ur,Peshawar,shop,tailor,shop__tailor
is there any nearby hotel open in karachi right now?,hotel,nearby,en,Karachi,tourism,hotel,tourism__hotel
suna hai ke islamabad main sab se lajawab kiryana store wahan hai.,kiryana store,lajawab,ur,Islamabad,shop,convenience,shop__convenience
peshawar ke hayatabad main aik bohat qareebi tikka shop hai.,tikka shop,qareebi,ur,Peshawar,amenity,restaurant,amenity__restaurant
the commercial market in rawalpindi has an popular grocery store.,grocery store,popular,en,Rawalpindi,shop,convenience,shop__convenience
there is a famous stitching center in saddar which is very crowded.,stitching center,crowded,en,Peshawar,shop,tailor,shop__tailor
lahore ke gulberg main aik bohat bada chai wala hai.,chai wala,bada,ur,Lahore,amenity,cafe,amenity__cafe
is there any affordable grocery store open in rawalpindi right now?,grocery store,affordable,en,Rawalpindi,shop,convenience,shop__convenience
mujhay hayatabad ke qareeb koi mashoor tikka shop chahiye.,tikka shop,mashoor,ur,Peshawar,amenity,restaurant,amenity__restaurant
"avoid the fashion outlet in karkhano, it is not crowded.",fashion outlet,crowded,en,Peshawar,shop,clothes,shop__clothes
does karachi have any oldest police station for tourists?,police station,oldest,en,Karachi,amenity,police,amenity__police
i am looking for a nearby mini mart near hayatabad.,mini mart,nearby,en,Peshawar,shop,convenience,shop__convenience
"avoid the cafe in blue area, it is not luxury.",cafe,luxury,en,Islamabad,amenity,cafe,amenity__cafe
g-9 main jo chaye khana hai wo bohat bada hai.,chaye khana,bada,ur,Islamabad,amenity,cafe,amenity__cafe
can you recommend a cheap tea house around mall road?,tea house,cheap,en,Lahore,amenity,cafe,amenity__cafe
kya rawalpindi main koi mehnga thana khula hai?,thana,mehnga,ur,Rawalpindi,amenity,police,amenity__police
can you recommend a affordable police station around saddar?,police station,affordable,en,Rawalpindi,amenity,police,amenity__police
the clifton in karachi has an luxury park.,park,luxury,en,Karachi,leisure,park,leisure__park
can you recommend a best police station around saddar?,police station,best,en,Rawalpindi,amenity,police,amenity__police
commercial market wala musafir khana kaafi behtareen hai.,musafir khana,behtareen,ur,Rawalpindi,tourism,hotel,tourism__hotel
"avoid the clothing store in karkhano, it is not nearby.",clothing store,nearby,en,Peshawar,shop,clothes,shop__clothes
there is a famous boutique in saddar which is very biggest.,boutique,biggest,en,Peshawar,shop,clothes,shop__clothes
there is a famous boutique in anarkali which is very luxury.,boutique,luxury,en,Lahore,shop,clothes,shop__clothes
we visited the most crowded eatery in peshawar yesterday.,eatery,crowded,en,Peshawar,amenity,restaurant,amenity__restaurant
agar lajawab musafir khana dhoond rahay ho to saddar jao.,musafir khana,lajawab,ur,Peshawar,tourism,hotel,tourism__hotel
agar sasta boutique dhoond rahay ho to liberty market jao.,boutique,sasta,ur,Lahore,shop,clothes,shop__clothes
lahore ke liberty market main aik bohat rush wala resort hai.,resort,rush wala,ur,Lahore,tourism,hotel,tourism__hotel
can you recommend a nearby lodge around centaurus?,lodge,nearby,en,Islamabad,tourism,hotel,tourism__hotel
there is a famous clothing store in saddar which is very clean.,clothing store,clean,en,Peshawar,shop,clothes,shop__clothes
dha main jo quetta tea hotel hai wo bohat sasta hai.,quetta tea hotel,sasta,ur,Lahore,amenity,cafe,amenity__cafe
there is a famous eatery in f-7 which is very popular.,eatery,popular,en,Islamabad,amenity,restaurant,amenity__restaurant
agar purana police station dhoond rahay ho to liberty market jao.,police station,purana,ur,Lahore,amenity,police,amenity__police
does lahore have any crowded tea house for tourists?,tea house,crowded,en,Lahore,amenity,cafe,amenity__cafe
we visited the most clean restaurant in karachi yesterday.,restaurant,clean,en,Karachi,amenity,restaurant,amenity__restaurant
hum ne dha main aik saaf suthra kiryana store dekha.,kiryana store,saaf suthra,ur,Lahore,shop,convenience,shop__convenience
kya islamabad main koi pur-sukoon cafe khula hai?,cafe,pur-sukoon,ur,Islamabad,amenity,cafe,amenity__cafe
commercial market wala boutique kaafi mehnga hai.,boutique,mehnga,ur,Rawalpindi,shop,clothes,shop__clothes
agar qareebi thana dhoond rahay ho to saddar jao.,thana,qareebi,ur,Rawalpindi,amenity,police,amenity__police
gulshan wala cloth market kaafi pur-sukoon hai.,cloth market,pur-sukoon,ur,Karachi,shop,clothes,shop__clothes
hum ne saddar main aik purana silai markaz dekha.,silai markaz,purana,ur,Peshawar,shop,tailor,shop__tailor
agar qareebi police station dhoond rahay ho to f-7 jao.,police station,qareebi,ur,Islamabad,amenity,police,amenity__police
hayatabad wala quetta tea hotel kaafi mashoor hai.,quetta tea hotel,mashoor,ur,Peshawar,amenity,cafe,amenity__cafe
clifton wala chowki kaafi rush wala hai.,chowki,rush wala,ur,Karachi,amenity,police,amenity__police
i am looking for a crowded fashion outlet near saddar.,fashion outlet,crowded,en,Karachi,shop,clothes,shop__clothes
we visited the most historic mini mart in karachi yesterday.,mini mart,historic,en,Karachi,shop,convenience,shop__convenience
mujhay saddar ke qareeb koi behtareen boutique chahiye.,boutique,behtareen,ur,Peshawar,shop,clothes,shop__clothes
bahria town wala kapron ki dukaan kaafi sasta hai.,kapron ki dukaan,sasta,ur,Rawalpindi,shop,clothes,shop__clothes
tariq road main jo chowki hai wo bohat mashoor hai.,chowki,mashoor,ur,Karachi,amenity,police,amenity__police
commercial market main jo cloth market hai wo bohat bada hai.,cloth market,bada,ur,Rawalpindi,shop,clothes,shop__clothes
is there any best bistro open in peshawar right now?,bistro,best,en,Peshawar,amenity,restaurant,amenity__restaurant
agar saaf suthra thana dhoond rahay ho to gulshan jao.,thana,saaf suthra,ur,Karachi,amenity,police,amenity__police
mujhay saddar ke qareeb koi mashoor sauda salf ki dukaan chahiye.,sauda salf ki dukaan,mashoor,ur,Karachi,shop,convenience,shop__convenience
agar rush wala chowki dhoond rahay ho to f-11 markaz jao.,chowki,rush wala,ur,Islamabad,amenity,police,amenity__police
mujhay saddar ke qareeb koi khubsurat dhaba chahiye.,dhaba,khubsurat,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
tariq road wala tailor shop kaafi mehnga hai.,tailor shop,mehnga,ur,Karachi,shop,tailor,shop__tailor
suna hai ke lahore main sab se behtareen tailor shop wahan hai.,tailor shop,behtareen,ur,Lahore,shop,tailor,shop__tailor
there is a famous tailor shop in f-7 which is very famous.,tailor shop,famous,en,Islamabad,shop,tailor,shop__tailor
mujhay karkhano ke qareeb koi bada darzi chahiye.,darzi,bada,ur,Peshawar,shop,tailor,shop__tailor
can you recommend a best garment shop around bahria town?,garment shop,best,en,Rawalpindi,shop,clothes,shop__clothes
there is a famous bistro in centaurus which is very oldest.,bistro,oldest,en,Islamabad,amenity,restaurant,amenity__restaurant
hum ne saddar main aik mehnga darzi dekha.,darzi,mehnga,ur,Karachi,shop,tailor,shop__tailor
dha main jo fashion center hai wo bohat mashoor hai.,fashion center,mashoor,ur,Lahore,shop,clothes,shop__clothes
suna hai ke peshawar main sab se behtareen park wahan hai.,park,behtareen,ur,Peshawar,leisure,park,leisure__park
i am looking for a clean playground near gulshan.,playground,clean,en,Karachi,leisure,park,leisure__park
agar mehnga darzi dhoond rahay ho to f-7 jao.,darzi,mehnga,ur,Islamabad,shop,tailor,shop__tailor
hum ne bahria town main aik pur-sukoon silai markaz dekha.,silai markaz,pur-sukoon,ur,Rawalpindi,shop,tailor,shop__tailor
"avoid the bistro in bahria town, it is not cheap.",bistro,cheap,en,Rawalpindi,amenity,restaurant,amenity__restaurant
agar qareebi tikka shop dhoond rahay ho to dha jao.,tikka shop,qareebi,ur,Lahore,amenity,restaurant,amenity__restaurant
the bahria town in rawalpindi has an biggest grocery store.,grocery store,biggest,en,Rawalpindi,shop,convenience,shop__convenience
the karkhano in peshawar has an cheap fashion outlet.,fashion outlet,cheap,en,Peshawar,shop,clothes,shop__clothes
peshawar ke university road main aik bohat behtareen thana hai.,thana,behtareen,ur,Peshawar,amenity,police,amenity__police
islamabad ke f-7 main aik bohat mashoor cloth market hai.,cloth market,mashoor,ur,Islamabad,shop,clothes,shop__clothes
mujhay saddar ke qareeb koi bada police station chahiye.,police station,bada,ur,Karachi,amenity,police,amenity__police
islamabad ke f-7 main aik bohat qareebi general store hai.,general store,qareebi,ur,Islamabad,shop,convenience,shop__convenience
is there any cheap precinct open in peshawar right now?,precinct,cheap,en,Peshawar,amenity,police,amenity__police
is there any crowded fashion outlet open in lahore right now?,fashion outlet,crowded,en,Lahore,shop,clothes,shop__clothes
hum ne centaurus main aik rush wala silai markaz dekha.,silai markaz,rush wala,ur,Islamabad,shop,tailor,shop__tailor
mujhay raja bazaar ke qareeb koi behtareen quetta tea hotel chahiye.,quetta tea hotel,behtareen,ur,Rawalpindi,amenity,cafe,amenity__cafe
kya islamabad main koi rush wala park khula hai?,park,rush wala,ur,Islamabad,leisure,park,leisure__park
is there any luxury restaurant open in karachi right now?,restaurant,luxury,en,Karachi,amenity,restaurant,amenity__restaurant
mall road wala general store kaafi sasta hai.,general store,sasta,ur,Lahore,shop,convenience,shop__convenience
suna hai ke rawalpindi main sab se purana thana wahan hai.,thana,purana,ur,Rawalpindi,amenity,police,amenity__police
is there any historic jogging track open in rawalpindi right now?,jogging track,historic,en,Rawalpindi,leisure,park,leisure__park
is there any best fashion outlet open in rawalpindi right now?,fashion outlet,best,en,Rawalpindi,shop,clothes,shop__clothes
islamabad ke f-11 markaz main aik bohat lajawab musafir khana hai.,musafir khana,lajawab,ur,Islamabad,tourism,hotel,tourism__hotel
agar qareebi fashion center dhoond rahay ho to saddar jao.,fashion center,qareebi,ur,Peshawar,shop,clothes,shop__clothes
we visited the most biggest restaurant in rawalpindi yesterday.,restaurant,biggest,en,Rawalpindi,amenity,restaurant,amenity__restaurant
mall road wala boutique kaafi khubsurat hai.,boutique,khubsurat,ur,Lahore,shop,clothes,shop__clothes
i am looking for a affordable lodge near saddar.,lodge,affordable,en,Peshawar,tourism,hotel,tourism__hotel
kya karachi main koi mehnga quetta tea hotel khula hai?,quetta tea hotel,mehnga,ur,Karachi,amenity,cafe,amenity__cafe
kya karachi main koi behtareen tailor shop khula hai?,tailor shop,behtareen,ur,Karachi,shop,tailor,shop__tailor
i am looking for a clean convenience store near mall road.,convenience store,clean,en,Lahore,shop,convenience,shop__convenience
agar mehnga khanay ka center dhoond rahay ho to bahria town jao.,khanay ka center,mehnga,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
does lahore have any best jogging track for tourists?,jogging track,best,en,Lahore,leisure,park,leisure__park
islamabad ke f-11 markaz main aik bohat qareebi hotel hai.,hotel,qareebi,ur,Islamabad,tourism,hotel,tourism__hotel
mujhay karkhano ke qareeb koi purana silai markaz chahiye.,silai markaz,purana,ur,Peshawar,shop,tailor,shop__tailor
does islamabad have any crowded stitching center for tourists?,stitching center,crowded,en,Islamabad,shop,tailor,shop__tailor
saddar main jo silai markaz hai wo bohat mashoor hai.,silai markaz,mashoor,ur,Peshawar,shop,tailor,shop__tailor
lahore ke mall road main aik bohat mashoor dhaba hai.,dhaba,mashoor,ur,Lahore,amenity,restaurant,amenity__restaurant
the hayatabad in peshawar has an luxury bistro.,bistro,luxury,en,Peshawar,amenity,restaurant,amenity__restaurant
peshawar ke karkhano main aik bohat khubsurat bagh hai.,bagh,khubsurat,ur,Peshawar,leisure,park,leisure__park
kya karachi main koi saaf suthra restaurant khula hai?,restaurant,saaf suthra,ur,Karachi,amenity,restaurant,amenity__restaurant
hum ne g-9 main aik sasta hotel dekha.,hotel,sasta,ur,Islamabad,tourism,hotel,tourism__hotel
i am looking for a clean precinct near gulberg.,precinct,clean,en,Lahore,amenity,police,amenity__police
f-7 wala hotel kaafi lajawab hai.,hotel,lajawab,ur,Islamabad,tourism,hotel,tourism__hotel
can you recommend a cheap dining place around liberty market?,dining place,cheap,en,Lahore,amenity,restaurant,amenity__restaurant
we visited the most popular dining place in karachi yesterday.,dining place,popular,en,Karachi,amenity,restaurant,amenity__restaurant
suna hai ke peshawar main sab se rush wala chowki wahan hai.,chowki,rush wala,ur,Peshawar,amenity,police,amenity__police
hum ne defence main aik mashoor musafir khana dekha.,musafir khana,mashoor,ur,Karachi,tourism,hotel,tourism__hotel
"avoid the mini mart in tariq road, it is not cheap.",mini mart,cheap,en,Karachi,shop,convenience,shop__convenience
kya lahore main koi purana silai markaz khula hai?,silai markaz,purana,ur,Lahore,shop,tailor,shop__tailor
kya peshawar main koi pur-sukoon chowki khula hai?,chowki,pur-sukoon,ur,Peshawar,amenity,police,amenity__police
rawalpindi ke raja bazaar main aik bohat mashoor chowki hai.,chowki,mashoor,ur,Rawalpindi,amenity,police,amenity__police
the f-11 markaz in islamabad has an luxury coffee shop.,coffee shop,luxury,en,Islamabad,amenity,cafe,amenity__cafe
suna hai ke lahore main sab se rush wala general store wahan hai.,general store,rush wala,ur,Lahore,shop,convenience,shop__convenience
agar rush wala cafe dhoond rahay ho to tariq road jao.,cafe,rush wala,ur,Karachi,amenity,cafe,amenity__cafe
can you recommend a popular jogging track around centaurus?,jogging track,popular,en,Islamabad,leisure,park,leisure__park
i am looking for a luxury fashion outlet near karkhano.,fashion outlet,luxury,en,Peshawar,shop,clothes,shop__clothes
university road main jo thana hai wo bohat mehnga hai.,thana,mehnga,ur,Peshawar,amenity,police,amenity__police
rawalpindi ke saddar main aik bohat saaf suthra cafe hai.,cafe,saaf suthra,ur,Rawalpindi,amenity,cafe,amenity__cafe
clifton wala kapron ki dukaan kaafi mashoor hai.,kapron ki dukaan,mashoor,ur,Karachi,shop,clothes,shop__clothes
suna hai ke peshawar main sab se lajawab sauda salf ki dukaan wahan hai.,sauda salf ki dukaan,lajawab,ur,Peshawar,shop,convenience,shop__convenience
i am looking for a crowded resort near f-11 markaz.,resort,crowded,en,Islamabad,tourism,hotel,tourism__hotel
dha main jo darzi hai wo bohat saaf suthra hai.,darzi,saaf suthra,ur,Lahore,shop,tailor,shop__tailor
mujhay saddar ke qareeb koi khubsurat ground chahiye.,ground,khubsurat,ur,Peshawar,leisure,park,leisure__park
can you recommend a luxury clothing store around hayatabad?,clothing store,luxury,en,Peshawar,shop,clothes,shop__clothes
saddar wala cloth market kaafi pur-sukoon hai.,cloth market,pur-sukoon,ur,Karachi,shop,clothes,shop__clothes
can you recommend a cheap dining place around blue area?,dining place,cheap,en,Islamabad,amenity,restaurant,amenity__restaurant
i am looking for a popular tea house near saddar.,tea house,popular,en,Karachi,amenity,cafe,amenity__cafe
there is a famous clothing store in mall road which is very nearby.,clothing store,nearby,en,Lahore,shop,clothes,shop__clothes
agar purana kiryana store dhoond rahay ho to gulberg jao.,kiryana store,purana,ur,Lahore,shop,convenience,shop__convenience
i am looking for a luxury cafe near gulberg.,cafe,luxury,en,Lahore,amenity,cafe,amenity__cafe
agar behtareen cloth market dhoond rahay ho to g-9 jao.,cloth market,behtareen,ur,Islamabad,shop,clothes,shop__clothes
suna hai ke karachi main sab se bada darzi wahan hai.,darzi,bada,ur,Karachi,shop,tailor,shop__tailor
the commercial market in rawalpindi has an luxury clothing store.,clothing store,luxury,en,Rawalpindi,shop,clothes,shop__clothes
saddar main jo resort hai wo bohat sasta hai.,resort,sasta,ur,Peshawar,tourism,hotel,tourism__hotel
there is a famous grocery store in defence which is very luxury.,grocery store,luxury,en,Karachi,shop,convenience,shop__convenience
i am looking for a luxury jogging track near defence.,jogging track,luxury,en,Karachi,leisure,park,leisure__park
i am looking for a crowded garment shop near gulberg.,garment shop,crowded,en,Lahore,shop,clothes,shop__clothes
is there any biggest tailor shop open in rawalpindi right now?,tailor shop,biggest,en,Rawalpindi,shop,tailor,shop__tailor
lahore ke liberty market main aik bohat purana kapron ki dukaan hai.,kapron ki dukaan,purana,ur,Lahore,shop,clothes,shop__clothes
suna hai ke karachi main sab se lajawab general store wahan hai.,general store,lajawab,ur,Karachi,shop,convenience,shop__convenience
mujhay centaurus ke qareeb koi lajawab tailor shop chahiye.,tailor shop,lajawab,ur,Islamabad,shop,tailor,shop__tailor
mujhay dha ke qareeb koi mashoor sauda salf ki dukaan chahiye.,sauda salf ki dukaan,mashoor,ur,Lahore,shop,convenience,shop__convenience
i am looking for a affordable stitching center near blue area.,stitching center,affordable,en,Islamabad,shop,tailor,shop__tailor
hayatabad wala chowki kaafi mashoor hai.,chowki,mashoor,ur,Peshawar,amenity,police,amenity__police
"avoid the fashion outlet in defence, it is not oldest.",fashion outlet,oldest,en,Karachi,shop,clothes,shop__clothes
hum ne anarkali main aik khubsurat police station dekha.,police station,khubsurat,ur,Lahore,amenity,police,amenity__police
mujhay centaurus ke qareeb koi behtareen kiryana store chahiye.,kiryana store,behtareen,ur,Islamabad,shop,convenience,shop__convenience
