sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value
Mujhay DHA ke qareeb koi purana thana chahiye.,thana,purana,ur,Lahore,amenity,police
University Road wala hotel kaafi sasta hai.,hotel,sasta,ur,Peshawar,amenity,restaurant
The Commercial Market in Rawalpindi has an clean precinct.,precinct,clean,en,Rawalpindi,amenity,police
"Avoid the clothing store in F-11 Markaz, it is not nearby.",clothing store,nearby,en,Islamabad,shop,clothes
"Avoid the clothing store in F-7, it is not oldest.",clothing store,oldest,en,Islamabad,shop,clothes
Agar behtareen guest house dhoond rahay ho to Karkhano jao.,guest house,behtareen,ur,Peshawar,tourism,hotel
Saddar wala ground kaafi saaf suthra hai.,ground,saaf suthra,ur,Rawalpindi,leisure,park
Mujhay Centaurus ke qareeb koi purana boutique chahiye.,boutique,purana,ur,Islamabad,shop,clothes
Suna hai ke Islamabad main sab se rush wala darzi wahan hai.,darzi,rush wala,ur,Islamabad,shop,tailor
Hayatabad main jo masjid hai wo bohat behtareen hai.,masjid,behtareen,ur,Peshawar,amenity,mosque
Can you recommend a biggest precinct around Raja Bazaar?,precinct,biggest,en,Rawalpindi,amenity,police
Kya Rawalpindi main koi qareebi park khula hai?,park,qareebi,ur,Rawalpindi,leisure,park
Saddar wala tailor shop kaafi bada hai.,tailor shop,bada,ur,Rawalpindi,shop,tailor
Kya Karachi main koi behtareen hotel khula hai?,hotel,behtareen,ur,Karachi,tourism,hotel
Agar khubsurat park dhoond rahay ho to University Road jao.,park,khubsurat,ur,Peshawar,leisure,park
I am looking for a famous grand mosque near Anarkali.,grand mosque,famous,en,Lahore,amenity,mosque
I am looking for a best tea house near Saddar.,tea house,best,en,Rawalpindi,amenity,cafe
Kya Islamabad main koi bada police station khula hai?,police station,bada,ur,Islamabad,amenity,police
Islamabad ke G-9 main aik bohat saaf suthra chaye khana hai.,chaye khana,saaf suthra,ur,Islamabad,amenity,cafe
There is a famous restaurant in Gulberg which is very affordable.,restaurant,affordable,en,Lahore,amenity,restaurant
Mujhay Blue Area ke qareeb koi behtareen police station chahiye.,police station,behtareen,ur,Islamabad,amenity,police
Is there any clean police station open in Islamabad right now?,police station,clean,en,Islamabad,amenity,police
I am looking for a famous precinct near Karkhano.,precinct,famous,en,Peshawar,amenity,police
The Blue Area in Islamabad has an nearby restaurant.,restaurant,nearby,en,Islamabad,amenity,restaurant
Is there any best jogging track open in Peshawar right now?,jogging track,best,en,Peshawar,leisure,park
Rawalpindi ke Saddar main aik bohat saaf suthra general store hai.,general store,saaf suthra,ur,Rawalpindi,shop,convenience
Lahore ke Gulberg main aik bohat bada guest house hai.,guest house,bada,ur,Lahore,tourism,hotel
We visited the most affordable precinct in Karachi yesterday.,precinct,affordable,en,Karachi,amenity,police
Mujhay Clifton ke qareeb koi behtareen kiryana store chahiye.,kiryana store,behtareen,ur,Karachi,shop,convenience
Kya Peshawar main koi bada guest house khula hai?,guest house,bada,ur,Peshawar,tourism,hotel
The Gulberg in Lahore has an best police station.,police station,best,en,Lahore,amenity,police
I am looking for a crowded cafe near Tariq Road.,cafe,crowded,en,Karachi,amenity,cafe
We visited the most biggest resort in Karachi yesterday.,resort,biggest,en,Karachi,tourism,hotel
Rawalpindi ke Commercial Market main aik bohat mehnga chaye khana hai.,chaye khana,mehnga,ur,Rawalpindi,amenity,cafe
DHA main jo sauda salf ki dukaan hai wo bohat bada hai.,sauda salf ki dukaan,bada,ur,Lahore,shop,convenience
Suna hai ke Peshawar main sab se purana cloth market wahan hai.,cloth market,purana,ur,Peshawar,shop,clothes
Does Islamabad have any oldest stitching center for tourists?,stitching center,oldest,en,Islamabad,shop,tailor
Can you recommend a famous eatery around Blue Area?,eatery,famous,en,Islamabad,amenity,restaurant
Hum ne Hayatabad main aik lajawab general store dekha.,general store,lajawab,ur,Peshawar,shop,convenience
Karkhano main jo boutique hai wo bohat khubsurat hai.,boutique,khubsurat,ur,Peshawar,shop,clothes
Can you recommend a best playground around Raja Bazaar?,playground,best,en,Rawalpindi,leisure,park
Hum ne Karkhano main aik rush wala chai wala dekha.,chai wala,rush wala,ur,Peshawar,amenity,cafe
Is there any biggest cafe open in Islamabad right now?,cafe,biggest,en,Islamabad,amenity,cafe
There is a famous stitching center in University Road which is very cheap.,stitching center,cheap,en,Peshawar,shop,tailor
DHA main jo jamia masjid hai wo bohat purana hai.,jamia masjid,purana,ur,Lahore,amenity,mosque
Mujhay DHA ke qareeb koi pur-sukoon clinic chahiye.,clinic,pur-sukoon,ur,Lahore,amenity,hospital
Defence main jo dukaan hai wo bohat bada hai.,dukaan,bada,ur,Karachi,shop,convenience
Commercial Market wala guest house kaafi rush wala hai.,guest house,rush wala,ur,Rawalpindi,tourism,hotel
We visited the most biggest clothing store in Peshawar yesterday.,clothing store,biggest,en,Peshawar,shop,clothes
Is there any affordable tailor shop open in Islamabad right now?,tailor shop,affordable,en,Islamabad,shop,tailor
Mujhay Clifton ke qareeb koi behtareen tailor shop chahiye.,tailor shop,behtareen,ur,Karachi,shop,tailor
Blue Area main jo cafe hai wo bohat qareebi hai.,cafe,qareebi,ur,Islamabad,amenity,cafe
Is there any affordable hospital open in Peshawar right now?,hospital,affordable,en,Peshawar,amenity,hospital
Can you recommend a clean police station around Saddar?,police station,clean,en,Karachi,amenity,police
"Avoid the medical center in Liberty Market, it is not nearby.",medical center,nearby,en,Lahore,amenity,hospital
Lahore ke Gulberg main aik bohat bada chai wala hai.,chai wala,bada,ur,Lahore,amenity,cafe
Suna hai ke Islamabad main sab se khubsurat police station wahan hai.,police station,khubsurat,ur,Islamabad,amenity,police
Can you recommend a crowded emergency room around Hayatabad?,emergency room,crowded,en,Peshawar,amenity,hospital
Agar mehnga khanay ka center dhoond rahay ho to Bahria Town jao.,khanay ka center,mehnga,ur,Rawalpindi,amenity,restaurant
Can you recommend a famous precinct around University Road?,precinct,famous,en,Peshawar,amenity,police
Hum ne G-9 main aik mehnga jamia masjid dekha.,jamia masjid,mehnga,ur,Islamabad,amenity,mosque
The Bahria Town in Rawalpindi has an popular guest house.,guest house,popular,en,Rawalpindi,tourism,hotel
Can you recommend a luxury coffee shop around Centaurus?,coffee shop,luxury,en,Islamabad,amenity,cafe
Mujhay Gulshan ke qareeb koi behtareen quetta tea hotel chahiye.,quetta tea hotel,behtareen,ur,Karachi,amenity,cafe
The Tariq Road in Karachi has an nearby grand mosque.,grand mosque,nearby,en,Karachi,amenity,mosque
F-11 Markaz wala imambargah kaafi bada hai.,imambargah,bada,ur,Islamabad,amenity,mosque
Mujhay Mall Road ke qareeb koi sasta kapron ki dukaan chahiye.,kapron ki dukaan,sasta,ur,Lahore,shop,clothes
Rawalpindi ke Raja Bazaar main aik bohat khubsurat tikka shop hai.,tikka shop,khubsurat,ur,Rawalpindi,amenity,restaurant
I am looking for a biggest garment shop near Hayatabad.,garment shop,biggest,en,Peshawar,shop,clothes
Is there any best bistro open in Peshawar right now?,bistro,best,en,Peshawar,amenity,restaurant
Suna hai ke Islamabad main sab se purana chaye khana wahan hai.,chaye khana,purana,ur,Islamabad,amenity,cafe
Mujhay Defence ke qareeb koi mehnga thana chahiye.,thana,mehnga,ur,Karachi,amenity,police
Centaurus wala musafir khana kaafi pur-sukoon hai.,musafir khana,pur-sukoon,ur,Islamabad,tourism,hotel
Does Islamabad have any crowded stitching center for tourists?,stitching center,crowded,en,Islamabad,shop,tailor
Mujhay Defence ke qareeb koi khubsurat cafe chahiye.,cafe,khubsurat,ur,Karachi,amenity,cafe
Kya Islamabad main koi saaf suthra chowki khula hai?,chowki,saaf suthra,ur,Islamabad,amenity,police
Mujhay Anarkali ke qareeb koi bada imambargah chahiye.,imambargah,bada,ur,Lahore,amenity,mosque
Mujhay Saddar ke qareeb koi behtareen boutique chahiye.,boutique,behtareen,ur,Peshawar,shop,clothes
Is there any crowded guest house open in Peshawar right now?,guest house,crowded,en,Peshawar,tourism,hotel
Can you recommend a popular Islamic center around Raja Bazaar?,Islamic center,popular,en,Rawalpindi,amenity,mosque
Saddar wala darzi kaafi mehnga hai.,darzi,mehnga,ur,Karachi,shop,tailor
Can you recommend a clean precinct around Saddar?,precinct,clean,en,Karachi,amenity,police
Mujhay Karkhano ke qareeb koi bada darzi chahiye.,darzi,bada,ur,Peshawar,shop,tailor
Does Karachi have any cheap dining place for tourists?,dining place,cheap,en,Karachi,amenity,restaurant
Commercial Market main jo tailor shop hai wo bohat qareebi hai.,tailor shop,qareebi,ur,Rawalpindi,shop,tailor
Is there any clean resort open in Islamabad right now?,resort,clean,en,Islamabad,tourism,hotel
Suna hai ke Islamabad main sab se mehnga musafir khana wahan hai.,musafir khana,mehnga,ur,Islamabad,tourism,hotel
There is a famous park in Raja Bazaar which is very cheap.,park,cheap,en,Rawalpindi,leisure,park
Hum ne Hayatabad main aik behtareen police station dekha.,police station,behtareen,ur,Peshawar,amenity,police
Kya Peshawar main koi behtareen resort khula hai?,resort,behtareen,ur,Peshawar,tourism,hotel
Lahore ke Liberty Market main aik bohat rush wala resort hai.,resort,rush wala,ur,Lahore,tourism,hotel
I am looking for a best boutique near Saddar.,boutique,best,en,Peshawar,shop,clothes
We visited the most crowded grand mosque in Karachi yesterday.,grand mosque,crowded,en,Karachi,amenity,mosque
The Karkhano in Peshawar has an oldest bistro.,bistro,oldest,en,Peshawar,amenity,restaurant
"Avoid the park in Liberty Market, it is not clean.",park,clean,en,Lahore,leisure,park
Can you recommend a oldest stitching center around Mall Road?,stitching center,oldest,en,Lahore,shop,tailor
Suna hai ke Karachi main sab se lajawab silai markaz wahan hai.,silai markaz,lajawab,ur,Karachi,shop,tailor
Agar pur-sukoon thana dhoond rahay ho to Hayatabad jao.,thana,pur-sukoon,ur,Peshawar,amenity,police
F-7 wala tailor shop kaafi pur-sukoon hai.,tailor shop,pur-sukoon,ur,Islamabad,shop,tailor
Does Lahore have any biggest boutique for tourists?,boutique,biggest,en,Lahore,shop,clothes
Mall Road wala eid gah kaafi purana hai.,eid gah,purana,ur,Lahore,amenity,mosque
I am looking for a cheap hospital near Saddar.,hospital,cheap,en,Peshawar,amenity,hospital
The Karkhano in Peshawar has an oldest precinct.,precinct,oldest,en,Peshawar,amenity,police
Tariq Road main jo silai markaz hai wo bohat mashoor hai.,silai markaz,mashoor,ur,Karachi,shop,tailor
Can you recommend a oldest restaurant around Hayatabad?,restaurant,oldest,en,Peshawar,amenity,restaurant
There is a famous tea house in Anarkali which is very affordable.,tea house,affordable,en,Lahore,amenity,cafe
Agar pur-sukoon tikka shop dhoond rahay ho to Saddar jao.,tikka shop,pur-sukoon,ur,Karachi,amenity,restaurant
"Avoid the guest house in Bahria Town, it is not crowded.",guest house,crowded,en,Rawalpindi,tourism,hotel
We visited the most oldest grand mosque in Peshawar yesterday.,grand mosque,oldest,en,Peshawar,amenity,mosque
Can you recommend a famous hotel around Karkhano?,hotel,famous,en,Peshawar,tourism,hotel
"Avoid the dining place in G-9, it is not famous.",dining place,famous,en,Islamabad,amenity,restaurant
We visited the most nearby hotel in Rawalpindi yesterday.,hotel,nearby,en,Rawalpindi,tourism,hotel
Lahore ke Liberty Market main aik bohat sasta chai wala hai.,chai wala,sasta,ur,Lahore,amenity,cafe
Hum ne G-9 main aik saaf suthra boutique dekha.,boutique,saaf suthra,ur,Islamabad,shop,clothes
Mujhay Saddar ke qareeb koi bada quetta tea hotel chahiye.,quetta tea hotel,bada,ur,Karachi,amenity,cafe
"Avoid the mosque in Raja Bazaar, it is not clean.",mosque,clean,en,Rawalpindi,amenity,mosque
We visited the most cheap mosque in Karachi yesterday.,mosque,cheap,en,Karachi,amenity,mosque
Lahore ke Liberty Market main aik bohat mehnga cloth market hai.,cloth market,mehnga,ur,Lahore,shop,clothes
Blue Area wala silai markaz kaafi pur-sukoon hai.,silai markaz,pur-sukoon,ur,Islamabad,shop,tailor
There is a famous restaurant in Gulshan which is very best.,restaurant,best,en,Karachi,amenity,restaurant
Is there any famous mini mart open in Karachi right now?,mini mart,famous,en,Karachi,shop,convenience
"Avoid the dining place in Defence, it is not famous.",dining place,famous,en,Karachi,amenity,restaurant
Hum ne Saddar main aik sasta hotel dekha.,hotel,sasta,ur,Rawalpindi,tourism,hotel
I am looking for a cheap cafe near Centaurus.,cafe,cheap,en,Islamabad,amenity,cafe
Kya Lahore main koi bada thana khula hai?,thana,bada,ur,Lahore,amenity,police
Is there any luxury guest house open in Rawalpindi right now?,guest house,luxury,en,Rawalpindi,tourism,hotel
Tariq Road wala kapron ki dukaan kaafi mehnga hai.,kapron ki dukaan,mehnga,ur,Karachi,shop,clothes
Lahore ke Anarkali main aik bohat behtareen dukaan hai.,dukaan,behtareen,ur,Lahore,shop,convenience
"Avoid the tea house in Gulshan, it is not oldest.",tea house,oldest,en,Karachi,amenity,cafe
Mujhay Gulshan ke qareeb koi qareebi park chahiye.,park,qareebi,ur,Karachi,leisure,park
Hum ne Saddar main aik khubsurat chai wala dekha.,chai wala,khubsurat,ur,Karachi,amenity,cafe
Hum ne Centaurus main aik rush wala khanay ka center dekha.,khanay ka center,rush wala,ur,Islamabad,amenity,restaurant
Karachi ke Defence main aik bohat purana imambargah hai.,imambargah,purana,ur,Karachi,amenity,mosque
There is a famous tailor shop in Blue Area which is very luxury.,tailor shop,luxury,en,Islamabad,shop,tailor
I am looking for a affordable stitching center near Blue Area.,stitching center,affordable,en,Islamabad,shop,tailor
Suna hai ke Lahore main sab se lajawab quetta tea hotel wahan hai.,quetta tea hotel,lajawab,ur,Lahore,amenity,cafe
Does Islamabad have any clean restaurant for tourists?,restaurant,clean,en,Islamabad,amenity,restaurant
Is there any affordable grocery store open in Rawalpindi right now?,grocery store,affordable,en,Rawalpindi,shop,convenience
The Raja Bazaar in Rawalpindi has an affordable jogging track.,jogging track,affordable,en,Rawalpindi,leisure,park
University Road wala park kaafi behtareen hai.,park,behtareen,ur,Peshawar,leisure,park
There is a famous playground in University Road which is very oldest.,playground,oldest,en,Peshawar,leisure,park
Can you recommend a best coffee shop around Centaurus?,coffee shop,best,en,Islamabad,amenity,cafe
We visited the most clean Islamic center in Rawalpindi yesterday.,Islamic center,clean,en,Rawalpindi,amenity,mosque
The DHA in Lahore has an nearby eatery.,eatery,nearby,en,Lahore,amenity,restaurant
The Gulshan in Karachi has an oldest boutique.,boutique,oldest,en,Karachi,shop,clothes
Agar behtareen darzi dhoond rahay ho to Centaurus jao.,darzi,behtareen,ur,Islamabad,shop,tailor
Peshawar ke Saddar main aik bohat qareebi dukaan hai.,dukaan,qareebi,ur,Peshawar,shop,convenience
There is a famous grand mosque in Liberty Market which is very cheap.,grand mosque,cheap,en,Lahore,amenity,mosque
Agar mashoor restaurant dhoond rahay ho to Saddar jao.,restaurant,mashoor,ur,Peshawar,amenity,restaurant
Agar lajawab dukaan dhoond rahay ho to F-11 Markaz jao.,dukaan,lajawab,ur,Islamabad,shop,convenience
Kya Peshawar main koi bada silai markaz khula hai?,silai markaz,bada,ur,Peshawar,shop,tailor
Does Peshawar have any best lodge for tourists?,lodge,best,en,Peshawar,tourism,hotel
Hum ne Anarkali main aik qareebi jamia masjid dekha.,jamia masjid,qareebi,ur,Lahore,amenity,mosque
I am looking for a famous hospital near Gulberg.,hospital,famous,en,Lahore,amenity,hospital
Suna hai ke Karachi main sab se pur-sukoon general store wahan hai.,general store,pur-sukoon,ur,Karachi,shop,convenience
There is a famous eatery in F-7 which is very popular.,eatery,popular,en,Islamabad,amenity,restaurant
"Avoid the Islamic center in Anarkali, it is not oldest.",Islamic center,oldest,en,Lahore,amenity,mosque
Kya Islamabad main koi bada dawa khana khula hai?,dawa khana,bada,ur,Islamabad,amenity,hospital
Karachi ke Saddar main aik bohat rush wala musafir khana hai.,musafir khana,rush wala,ur,Karachi,tourism,hotel
Rawalpindi ke Commercial Market main aik bohat sasta police station hai.,police station,sasta,ur,Rawalpindi,amenity,police
Can you recommend a popular emergency room around Saddar?,emergency room,popular,en,Peshawar,amenity,hospital
Agar mehnga ground dhoond rahay ho to DHA jao.,ground,mehnga,ur,Lahore,leisure,park
Mujhay Karkhano ke qareeb koi rush wala chowki chahiye.,chowki,rush wala,ur,Peshawar,amenity,police
I am looking for a famous tea house near Clifton.,tea house,famous,en,Karachi,amenity,cafe
"Avoid the medical center in Gulshan, it is not clean.",medical center,clean,en,Karachi,amenity,hospital
Hum ne University Road main aik saaf suthra silai markaz dekha.,silai markaz,saaf suthra,ur,Peshawar,shop,tailor
Mall Road main jo tikka shop hai wo bohat rush wala hai.,tikka shop,rush wala,ur,Lahore,amenity,restaurant
"Avoid the clothing store in Saddar, it is not biggest.",clothing store,biggest,en,Karachi,shop,clothes
Kya Islamabad main koi pur-sukoon guest house khula hai?,guest house,pur-sukoon,ur,Islamabad,tourism,hotel
Is there any cheap coffee shop open in Islamabad right now?,coffee shop,cheap,en,Islamabad,amenity,cafe
The Karkhano in Peshawar has an best jogging track.,jogging track,best,en,Peshawar,leisure,park
There is a famous precinct in Saddar which is very historic.,precinct,historic,en,Peshawar,amenity,police
Is there any crowded park open in Peshawar right now?,park,crowded,en,Peshawar,leisure,park
Does Peshawar have any popular police station for tourists?,police station,popular,en,Peshawar,amenity,police
Can you recommend a biggest eatery around Defence?,eatery,biggest,en,Karachi,amenity,restaurant
Does Rawalpindi have any nearby stitching center for tourists?,stitching center,nearby,en,Rawalpindi,shop,tailor
Mujhay Gulberg ke qareeb koi khubsurat kapron ki dukaan chahiye.,kapron ki dukaan,khubsurat,ur,Lahore,shop,clothes
We visited the most crowded Islamic center in Rawalpindi yesterday.,Islamic center,crowded,en,Rawalpindi,amenity,mosque
Can you recommend a affordable grocery store around Centaurus?,grocery store,affordable,en,Islamabad,shop,convenience
Can you recommend a crowded resort around Bahria Town?,resort,crowded,en,Rawalpindi,tourism,hotel
"Avoid the police station in Raja Bazaar, it is not cheap.",police station,cheap,en,Rawalpindi,amenity,police
Lahore ke Gulberg main aik bohat saaf suthra cafe hai.,cafe,saaf suthra,ur,Lahore,amenity,cafe
There is a famous cafe in Commercial Market which is very nearby.,cafe,nearby,en,Rawalpindi,amenity,cafe
I am looking for a cheap cafe near Liberty Market.,cafe,cheap,en,Lahore,amenity,cafe
Kya Peshawar main koi mashoor police station khula hai?,police station,mashoor,ur,Peshawar,amenity,police
Kya Lahore main koi rush wala restaurant khula hai?,restaurant,rush wala,ur,Lahore,amenity,restaurant
Kya Karachi main koi saaf suthra restaurant khula hai?,restaurant,saaf suthra,ur,Karachi,amenity,restaurant
Gulberg main jo cafe hai wo bohat mehnga hai.,cafe,mehnga,ur,Lahore,amenity,cafe
Does Islamabad have any nearby resort for tourists?,resort,nearby,en,Islamabad,tourism,hotel
The Hayatabad in Peshawar has an affordable tuck shop.,tuck shop,affordable,en,Peshawar,shop,convenience
We visited the most nearby dining place in Peshawar yesterday.,dining place,nearby,en,Peshawar,amenity,restaurant
"Avoid the mini mart in Liberty Market, it is not luxury.",mini mart,luxury,en,Lahore,shop,convenience
Suna hai ke Rawalpindi main sab se lajawab silai markaz wahan hai.,silai markaz,lajawab,ur,Rawalpindi,shop,tailor
Agar purana thana dhoond rahay ho to Bahria Town jao.,thana,purana,ur,Rawalpindi,amenity,police
Hum ne DHA main aik mehnga imambargah dekha.,imambargah,mehnga,ur,Lahore,amenity,mosque
Mujhay Tariq Road ke qareeb koi saaf suthra jamia masjid chahiye.,jamia masjid,saaf suthra,ur,Karachi,amenity,mosque
Mujhay F-11 Markaz ke qareeb koi khubsurat quetta tea hotel chahiye.,quetta tea hotel,khubsurat,ur,Islamabad,amenity,cafe
Hayatabad wala general store kaafi purana hai.,general store,purana,ur,Peshawar,shop,convenience
Kya Peshawar main koi pur-sukoon haspatal khula hai?,haspatal,pur-sukoon,ur,Peshawar,amenity,hospital
Karachi ke Clifton main aik bohat bada chai wala hai.,chai wala,bada,ur,Karachi,amenity,cafe
Defence wala hotel kaafi sasta hai.,hotel,sasta,ur,Karachi,amenity,restaurant
We visited the most affordable coffee shop in Islamabad yesterday.,coffee shop,affordable,en,Islamabad,amenity,cafe
I am looking for a oldest tuck shop near F-11 Markaz.,tuck shop,oldest,en,Islamabad,shop,convenience
Kya Peshawar main koi saaf suthra khanay ka center khula hai?,khanay ka center,saaf suthra,ur,Peshawar,amenity,restaurant
Hayatabad wala quetta tea hotel kaafi mashoor hai.,quetta tea hotel,mashoor,ur,Peshawar,amenity,cafe
Suna hai ke Islamabad main sab se qareebi darzi wahan hai.,darzi,qareebi,ur,Islamabad,shop,tailor
Is there any cheap jogging track open in Islamabad right now?,jogging track,cheap,en,Islamabad,leisure,park
The Raja Bazaar in Rawalpindi has an oldest resort.,resort,oldest,en,Rawalpindi,tourism,hotel
Hum ne Mall Road main aik pur-sukoon sair gah dekha.,sair gah,pur-sukoon,ur,Lahore,leisure,park
The Gulberg in Lahore has an best fashion outlet.,fashion outlet,best,en,Lahore,shop,clothes
Mujhay Defence ke qareeb koi behtareen darzi chahiye.,darzi,behtareen,ur,Karachi,shop,tailor
Can you recommend a crowded jogging track around Anarkali?,jogging track,crowded,en,Lahore,leisure,park
Mujhay Blue Area ke qareeb koi sasta musafir khana chahiye.,musafir khana,sasta,ur,Islamabad,tourism,hotel
Mujhay DHA ke qareeb koi behtareen boutique chahiye.,boutique,behtareen,ur,Lahore,shop,clothes
I am looking for a clean clothing store near Defence.,clothing store,clean,en,Karachi,shop,clothes
Does Rawalpindi have any best convenience store for tourists?,convenience store,best,en,Rawalpindi,shop,convenience
I am looking for a historic tuck shop near F-7.,tuck shop,historic,en,Islamabad,shop,convenience
I am looking for a crowded police station near Saddar.,police station,crowded,en,Karachi,amenity,police
The Centaurus in Islamabad has an historic park.,park,historic,en,Islamabad,leisure,park
"Avoid the stitching center in Clifton, it is not best.",stitching center,best,en,Karachi,shop,tailor
Is there any oldest playground open in Rawalpindi right now?,playground,oldest,en,Rawalpindi,leisure,park
The Mall Road in Lahore has an affordable stitching center.,stitching center,affordable,en,Lahore,shop,tailor
Can you recommend a cheap emergency room around Blue Area?,emergency room,cheap,en,Islamabad,amenity,hospital
I am looking for a nearby tuck shop near Bahria Town.,tuck shop,nearby,en,Rawalpindi,shop,convenience
We visited the most affordable grand mosque in Islamabad yesterday.,grand mosque,affordable,en,Islamabad,amenity,mosque
Suna hai ke Islamabad main sab se rush wala chowki wahan hai.,chowki,rush wala,ur,Islamabad,amenity,police
I am looking for a clean tuck shop near Anarkali.,tuck shop,clean,en,Lahore,shop,convenience
Can you recommend a oldest clothing store around Saddar?,clothing store,oldest,en,Rawalpindi,shop,clothes
We visited the most oldest tuck shop in Lahore yesterday.,tuck shop,oldest,en,Lahore,shop,convenience
Kya Lahore main koi saaf suthra boutique khula hai?,boutique,saaf suthra,ur,Lahore,shop,clothes
There is a famous tailor shop in DHA which is very best.,tailor shop,best,en,Lahore,shop,tailor
There is a famous stitching center in Blue Area which is very luxury.,stitching center,luxury,en,Islamabad,shop,tailor
Hum ne Gulshan main aik khubsurat bagh dekha.,bagh,khubsurat,ur,Karachi,leisure,park
Agar bada general store dhoond rahay ho to G-9 jao.,general store,bada,ur,Islamabad,shop,convenience
Anarkali wala police station kaafi behtareen hai.,police station,behtareen,ur,Lahore,amenity,police
Islamabad ke Centaurus main aik bohat pur-sukoon thana hai.,thana,pur-sukoon,ur,Islamabad,amenity,police
"Avoid the boutique in Anarkali, it is not crowded.",boutique,crowded,en,Lahore,shop,clothes
Does Islamabad have any luxury resort for tourists?,resort,luxury,en,Islamabad,tourism,hotel
Mujhay Mall Road ke qareeb koi mashoor haspatal chahiye.,haspatal,mashoor,ur,Lahore,amenity,hospital
Karachi ke Saddar main aik bohat mashoor silai markaz hai.,silai markaz,mashoor,ur,Karachi,shop,tailor
Mujhay Saddar ke qareeb koi sasta sair gah chahiye.,sair gah,sasta,ur,Rawalpindi,leisure,park
Is there any luxury hotel open in Lahore right now?,hotel,luxury,en,Lahore,tourism,hotel
"Avoid the clothing store in Karkhano, it is not nearby.",clothing store,nearby,en,Peshawar,shop,clothes
Peshawar ke Hayatabad main aik bohat purana bagh hai.,bagh,purana,ur,Peshawar,leisure,park
There is a famous bistro in Gulshan which is very historic.,bistro,historic,en,Karachi,amenity,restaurant
Centaurus wala ground kaafi sasta hai.,ground,sasta,ur,Islamabad,leisure,park
There is a famous stitching center in Anarkali which is very historic.,stitching center,historic,en,Lahore,shop,tailor
Saddar wala cloth market kaafi pur-sukoon hai.,cloth market,pur-sukoon,ur,Karachi,shop,clothes
Kya Islamabad main koi qareebi tikka shop khula hai?,tikka shop,qareebi,ur,Islamabad,amenity,restaurant
Suna hai ke Islamabad main sab se behtareen jamia masjid wahan hai.,jamia masjid,behtareen,ur,Islamabad,amenity,mosque
I am looking for a famous mini mart near Raja Bazaar.,mini mart,famous,en,Rawalpindi,shop,convenience
G-9 wala cafe kaafi purana hai.,cafe,purana,ur,Islamabad,amenity,cafe
We visited the most popular hotel in Rawalpindi yesterday.,hotel,popular,en,Rawalpindi,tourism,hotel
Agar rush wala chaye khana dhoond rahay ho to Mall Road jao.,chaye khana,rush wala,ur,Lahore,amenity,cafe
There is a famous grocery store in Saddar which is very popular.,grocery store,popular,en,Karachi,shop,convenience
Is there any luxury resort open in Peshawar right now?,resort,luxury,en,Peshawar,tourism,hotel
Suna hai ke Peshawar main sab se bada dawa khana wahan hai.,dawa khana,bada,ur,Peshawar,amenity,hospital
Agar qareebi sair gah dhoond rahay ho to Centaurus jao.,sair gah,qareebi,ur,Islamabad,leisure,park
Islamabad ke G-9 main aik bohat saaf suthra chowki hai.,chowki,saaf suthra,ur,Islamabad,amenity,police
There is a famous guest house in Bahria Town which is very historic.,guest house,historic,en,Rawalpindi,tourism,hotel
Agar sasta general store dhoond rahay ho to Hayatabad jao.,general store,sasta,ur,Peshawar,shop,convenience
I am looking for a cheap tailor shop near DHA.,tailor shop,cheap,en,Lahore,shop,tailor
Tariq Road wala dukaan kaafi mashoor hai.,dukaan,mashoor,ur,Karachi,shop,convenience
Mujhay Saddar ke qareeb koi lajawab jamia masjid chahiye.,jamia masjid,lajawab,ur,Karachi,amenity,mosque
There is a famous stitching center in Saddar which is very crowded.,stitching center,crowded,en,Peshawar,shop,tailor
Kya Islamabad main koi mehnga masjid khula hai?,masjid,mehnga,ur,Islamabad,amenity,mosque
Agar qareebi fashion center dhoond rahay ho to Saddar jao.,fashion center,qareebi,ur,Peshawar,shop,clothes
Hum ne Saddar main aik mashoor musafir khana dekha.,musafir khana,mashoor,ur,Peshawar,tourism,hotel
Can you recommend a clean cafe around Saddar?,cafe,clean,en,Karachi,amenity,cafe
Is there any oldest precinct open in Peshawar right now?,precinct,oldest,en,Peshawar,amenity,police
The Saddar in Peshawar has an best precinct.,precinct,best,en,Peshawar,amenity,police
Karachi ke Clifton main aik bohat khubsurat police station hai.,police station,khubsurat,ur,Karachi,amenity,police
Agar khubsurat quetta tea hotel dhoond rahay ho to F-7 jao.,quetta tea hotel,khubsurat,ur,Islamabad,amenity,cafe
"Avoid the guest house in Gulshan, it is not biggest.",guest house,biggest,en,Karachi,tourism,hotel
We visited the most biggest jogging track in Islamabad yesterday.,jogging track,biggest,en,Islamabad,leisure,park
The Anarkali in Lahore has an cheap fashion outlet.,fashion outlet,cheap,en,Lahore,shop,clothes
Agar lajawab musafir khana dhoond rahay ho to Saddar jao.,musafir khana,lajawab,ur,Peshawar,tourism,hotel
"Avoid the garden in Mall Road, it is not clean.",garden,clean,en,Lahore,leisure,park
The Clifton in Karachi has an cheap cafe.,cafe,cheap,en,Karachi,amenity,cafe
Can you recommend a cheap dining place around Blue Area?,dining place,cheap,en,Islamabad,amenity,restaurant
Gulshan wala silai markaz kaafi khubsurat hai.,silai markaz,khubsurat,ur,Karachi,shop,tailor
